# 01:time 02:total_time 03:iteration 04:total_iteration 05:X 06:Y 007:U_RMS(1) 008:U_RMS(2) 009:U_RMS(mag)
  2.5600000000001204E+001  2.5600000000001204E+001    2560  22560   2.0000000000000000E+000 0.0000000000000000E+000   2.8275056164292227E-001  5.0490781668998963E-001  5.7868798455129519E-001
  2.7100000000001438E+001  2.7100000000001438E+001    2710  22710   2.0000000000000000E+000 0.0000000000000000E+000   2.8241744645002464E-001  5.0613401532789117E-001  5.7959576907641974E-001
  2.5700000000001219E+001  2.5700000000001219E+001    2570  22570   2.0000000000000000E+000 0.0000000000000000E+000   2.8268845773890284E-001  5.0504872986063942E-001  5.7878060063606540E-001
  2.7200000000001454E+001  2.7200000000001454E+001    2720  22720   2.0000000000000000E+000 0.0000000000000000E+000   2.8240085813846075E-001  5.0604552621645613E-001  5.7951041343622904E-001
  2.5800000000001235E+001  2.5800000000001235E+001    2580  22580   2.0000000000000000E+000 0.0000000000000000E+000   2.8262974932649083E-001  5.0518522556314193E-001  5.7887104551155230E-001
  2.7300000000001469E+001  2.7300000000001469E+001    2730  22730   2.0000000000000000E+000 0.0000000000000000E+000   2.8237694722479588E-001  5.0594273705518402E-001  5.7940900364326939E-001
  2.5900000000001250E+001  2.5900000000001250E+001    2590  22590   2.0000000000000000E+000 0.0000000000000000E+000   2.8257862045898987E-001  5.0531845997992537E-001  5.7896236728909187E-001
  2.7400000000001485E+001  2.7400000000001485E+001    2740  22740   2.0000000000000000E+000 0.0000000000000000E+000   2.8234463681485589E-001  5.0583369738489132E-001  5.7929804362537140E-001
  2.6000000000001266E+001  2.6000000000001266E+001    2600  22600   2.0000000000000000E+000 0.0000000000000000E+000   2.8253642837453952E-001  5.0545208008152853E-001  5.7905840691365950E-001
  2.7500000000001501E+001  2.7500000000001501E+001    2750  22750   2.0000000000000000E+000 0.0000000000000000E+000   2.8230347253877340E-001  5.0572719851708107E-001  5.7918498765712591E-001
  2.6100000000001282E+001  2.6100000000001282E+001    2610  22610   2.0000000000000000E+000 0.0000000000000000E+000   2.8250303327542214E-001  5.0558717236190791E-001  5.7916004063360917E-001
  2.7600000000001516E+001  2.7600000000001516E+001    2760  22760   2.0000000000000000E+000 0.0000000000000000E+000   2.8225399313858726E-001  5.0563291757198953E-001  5.7907854732759709E-001
  2.6200000000001297E+001  2.6200000000001297E+001    2620  22620   2.0000000000000000E+000 0.0000000000000000E+000   2.8247809944563666E-001  5.0572173883444087E-001  5.7926535697912173E-001
  2.7700000000001532E+001  2.7700000000001532E+001    2770  22770   2.0000000000000000E+000 0.0000000000000000E+000   2.8219796170775603E-001  5.0556136597442025E-001  5.7898876013091458E-001
  2.7800000000001547E+001  2.7800000000001547E+001    2780  22780   2.0000000000000000E+000 0.0000000000000000E+000   2.8213821939299901E-001  5.0552320552795411E-001  5.7892632188345878E-001
  2.6300000000001313E+001  2.6300000000001313E+001    2630  22630   2.0000000000000000E+000 0.0000000000000000E+000   2.8246086396810699E-001  5.0585213629758252E-001  5.7937079963563693E-001
  2.7900000000001563E+001  2.7900000000001563E+001    2790  22790   2.0000000000000000E+000 0.0000000000000000E+000   2.8207793866208824E-001  5.0552752266860618E-001  5.7890071657868151E-001
  2.6400000000001329E+001  2.6400000000001329E+001    2640  22640   2.0000000000000000E+000 0.0000000000000000E+000   2.8244992600404428E-001  5.0597355519834774E-001  5.7947148269759187E-001
  2.8000000000001579E+001  2.8000000000001579E+001    2800  22800   2.0000000000000000E+000 0.0000000000000000E+000   2.8201926890325946E-001  5.0557890288539812E-001  5.7891700188846737E-001
  2.6500000000001344E+001  2.6500000000001344E+001    2650  22650   2.0000000000000000E+000 0.0000000000000000E+000   2.8244365865387068E-001  5.0607997922608971E-001  5.7956135627495353E-001
  2.8100000000001594E+001  2.8100000000001594E+001    2810  22810   2.0000000000000000E+000 0.0000000000000000E+000   2.8196202697737110E-001  5.0567412050596356E-001  5.7897227982578538E-001
  2.6600000000001360E+001  2.6600000000001360E+001    2660  22660   2.0000000000000000E+000 0.0000000000000000E+000   2.8244049926581089E-001  5.0616482979947168E-001  5.7963391080185129E-001
  2.8200000000001610E+001  2.8200000000001610E+001    2820  22820   2.0000000000000000E+000 0.0000000000000000E+000   2.8190399245062049E-001  5.0580104974166442E-001  5.7905488762238181E-001
  2.6700000000001375E+001  2.6700000000001375E+001    2670  22670   2.0000000000000000E+000 0.0000000000000000E+000   2.8243890773204283E-001  5.0622215265329266E-001  5.7968319316485530E-001
  2.8300000000001626E+001  2.8300000000001626E+001    2830  22830   2.0000000000000000E+000 0.0000000000000000E+000   2.8184370167068921E-001  5.0594274960485048E-001  5.7914932275636221E-001
  2.6800000000001391E+001  2.6800000000001391E+001    2680  22680   2.0000000000000000E+000 0.0000000000000000E+000   2.8243732548988846E-001  5.0624778959349123E-001  5.7970481048390221E-001
  2.8400000000001641E+001  2.8400000000001641E+001    2840  22840   2.0000000000000000E+000 0.0000000000000000E+000   2.8178313453290773E-001  5.0608544995112314E-001  5.7924452311560230E-001
  2.6900000000001407E+001  2.6900000000001407E+001    2690  22690   2.0000000000000000E+000 0.0000000000000000E+000   2.8243421513898967E-001  5.0624023267553290E-001  5.7969669574748730E-001
  2.8500000000001657E+001  2.8500000000001657E+001    2850  22850   2.0000000000000000E+000 0.0000000000000000E+000   2.8172649151841886E-001  5.0622390362835556E-001  5.7933794682206718E-001
  2.7000000000001422E+001  2.7000000000001422E+001    2700  22700   2.0000000000000000E+000 0.0000000000000000E+000   2.8242808000467425E-001  5.0620093684378044E-001  5.7965939036355447E-001
  2.8600000000001672E+001  2.8600000000001672E+001    2860  22860   2.0000000000000000E+000 0.0000000000000000E+000   2.8167674890423466E-001  5.0635964574836469E-001  5.7943237889823571E-001
  2.7100000000001438E+001  2.7100000000001438E+001    2710  22710   2.0000000000000000E+000 0.0000000000000000E+000   2.8241744645002464E-001  5.0613401532789117E-001  5.7959576907641974E-001
  2.8700000000001688E+001  2.8700000000001688E+001    2870  22870   2.0000000000000000E+000 0.0000000000000000E+000   2.8163465894216521E-001  5.0649529570698010E-001  5.7953047002791056E-001
  2.7200000000001454E+001  2.7200000000001454E+001    2720  22720   2.0000000000000000E+000 0.0000000000000000E+000   2.8240085813846075E-001  5.0604552621645613E-001  5.7951041343622904E-001
  2.8800000000001704E+001  2.8800000000001704E+001    2880  22880   2.0000000000000000E+000 0.0000000000000000E+000   2.8160003353022400E-001  5.0663088624384045E-001  5.7963215385315072E-001
  2.7300000000001469E+001  2.7300000000001469E+001    2730  22730   2.0000000000000000E+000 0.0000000000000000E+000   2.8237694722479588E-001  5.0594273705518402E-001  5.7940900364326939E-001
  2.8900000000001719E+001  2.8900000000001719E+001    2890  22890   2.0000000000000000E+000 0.0000000000000000E+000   2.8157243024347522E-001  5.0676386322890367E-001  5.7973497957937611E-001
  2.7400000000001485E+001  2.7400000000001485E+001    2740  22740   2.0000000000000000E+000 0.0000000000000000E+000   2.8234463681485589E-001  5.0583369738489132E-001  5.7929804362537140E-001
  2.9000000000001735E+001  2.9000000000001735E+001    2900  22900   2.0000000000000000E+000 0.0000000000000000E+000   2.8155089966662011E-001  5.0689014025541334E-001  5.7983491046265553E-001
  2.7500000000001501E+001  2.7500000000001501E+001    2750  22750   2.0000000000000000E+000 0.0000000000000000E+000   2.8230347253877340E-001  5.0572719851708107E-001  5.7918498765712591E-001
  2.9100000000001751E+001  2.9100000000001751E+001    2910  22910   2.0000000000000000E+000 0.0000000000000000E+000   2.8153400940657796E-001  5.0700444680258502E-001  5.7992663978311806E-001
  2.7600000000001516E+001  2.7600000000001516E+001    2760  22760   2.0000000000000000E+000 0.0000000000000000E+000   2.8225399313858726E-001  5.0563291757198953E-001  5.7907854732759709E-001
  2.9200000000001766E+001  2.9200000000001766E+001    2920  22920   2.0000000000000000E+000 0.0000000000000000E+000   2.8152024406049829E-001  5.0710058893901273E-001  5.8000401301902737E-001
  2.7700000000001532E+001  2.7700000000001532E+001    2770  22770   2.0000000000000000E+000 0.0000000000000000E+000   2.8219796170775603E-001  5.0556136597442025E-001  5.7898876013091458E-001
  2.9300000000001782E+001  2.9300000000001782E+001    2930  22930   2.0000000000000000E+000 0.0000000000000000E+000   2.8150820001935761E-001  5.0717230292770842E-001  5.8006086881906959E-001
  2.7800000000001547E+001  2.7800000000001547E+001    2780  22780   2.0000000000000000E+000 0.0000000000000000E+000   2.8213821939299901E-001  5.0552320552795411E-001  5.7892632188345878E-001
  2.9400000000001798E+001  2.9400000000001798E+001    2940  22940   2.0000000000000000E+000 0.0000000000000000E+000   2.8149654324300623E-001  5.0721445362208079E-001  5.8009206667640924E-001
  2.9500000000001813E+001  2.9500000000001813E+001    2950  22950   2.0000000000000000E+000 0.0000000000000000E+000   2.8148397392585682E-001  5.0722410501357302E-001  5.8009440635461455E-001
  2.7900000000001563E+001  2.7900000000001563E+001    2790  22790   2.0000000000000000E+000 0.0000000000000000E+000   2.8207793866208824E-001  5.0552752266860618E-001  5.7890071657868151E-001
  2.9600000000001829E+001  2.9600000000001829E+001    2960  22960   2.0000000000000000E+000 0.0000000000000000E+000   2.8146923315908889E-001  5.0720114568134988E-001  5.8006717834716301E-001
  2.8000000000001579E+001  2.8000000000001579E+001    2800  22800   2.0000000000000000E+000 0.0000000000000000E+000   2.8201926890325946E-001  5.0557890288539812E-001  5.7891700188846737E-001
  2.9700000000001844E+001  2.9700000000001844E+001    2970  22970   2.0000000000000000E+000 0.0000000000000000E+000   2.8145108956543793E-001  5.0714830927643745E-001  5.8001217523386632E-001
  2.8100000000001594E+001  2.8100000000001594E+001    2810  22810   2.0000000000000000E+000 0.0000000000000000E+000   2.8196202697737110E-001  5.0567412050596356E-001  5.7897227982578538E-001
  2.9800000000001860E+001  2.9800000000001860E+001    2980  22980   2.0000000000000000E+000 0.0000000000000000E+000   2.8142831390182102E-001  5.0707066133723888E-001  5.7993323016930728E-001
  2.8200000000001610E+001  2.8200000000001610E+001    2820  22820   2.0000000000000000E+000 0.0000000000000000E+000   2.8190399245062049E-001  5.0580104974166442E-001  5.7905488762238181E-001
  2.9900000000001876E+001  2.9900000000001876E+001    2990  22990   2.0000000000000000E+000 0.0000000000000000E+000   2.8139970559968094E-001  5.0697486303836374E-001  5.7983558537257327E-001
  2.8300000000001626E+001  2.8300000000001626E+001    2830  22830   2.0000000000000000E+000 0.0000000000000000E+000   2.8184370167068921E-001  5.0594274960485048E-001  5.7914932275636221E-001
  3.0000000000001891E+001  3.0000000000001891E+001    3000  23000   2.0000000000000000E+000 0.0000000000000000E+000   2.8136423471540968E-001  5.0686858746001517E-001  5.7972545013195624E-001
  2.8400000000001641E+001  2.8400000000001641E+001    2840  22840   2.0000000000000000E+000 0.0000000000000000E+000   2.8178313453290773E-001  5.0608544995112314E-001  5.7924452311560230E-001
  3.0100000000001907E+001  3.0100000000001907E+001    3010  23010   2.0000000000000000E+000 0.0000000000000000E+000   2.8132131891024343E-001  5.0676029739542887E-001  5.7960994081339078E-001
  2.8500000000001657E+001  2.8500000000001657E+001    2850  22850   2.0000000000000000E+000 0.0000000000000000E+000   2.8172649151841886E-001  5.0622390362835556E-001  5.7933794682206718E-001
  3.0200000000001923E+001  3.0200000000001923E+001    3020  23020   2.0000000000000000E+000 0.0000000000000000E+000   2.8127117764011245E-001  5.0665931243943713E-001  5.7949731168717155E-001
  2.8600000000001672E+001  2.8600000000001672E+001    2860  22860   2.0000000000000000E+000 0.0000000000000000E+000   2.8167674890423466E-001  5.0635964574836469E-001  5.7943237889823571E-001
  3.0300000000001938E+001  3.0300000000001938E+001    3030  23030   2.0000000000000000E+000 0.0000000000000000E+000   2.8121511716687376E-001  5.0657586024130063E-001  5.7939713867294191E-001
  2.8700000000001688E+001  2.8700000000001688E+001    2870  22870   2.0000000000000000E+000 0.0000000000000000E+000   2.8163465894216521E-001  5.0649529570698010E-001  5.7953047002791056E-001
  3.0400000000001954E+001  3.0400000000001954E+001    3040  23040   2.0000000000000000E+000 0.0000000000000000E+000   2.8115553208083387E-001  5.0652069679342037E-001  5.7931998886604016E-001
  2.8800000000001704E+001  2.8800000000001704E+001    2880  22880   2.0000000000000000E+000 0.0000000000000000E+000   2.8160003353022400E-001  5.0663088624384045E-001  5.7963215385315072E-001
  3.0500000000001969E+001  3.0500000000001969E+001    3050  23050   2.0000000000000000E+000 0.0000000000000000E+000   2.8109539607928596E-001  5.0650386690862747E-001  5.7927609038381975E-001
  2.8900000000001719E+001  2.8900000000001719E+001    2890  22890   2.0000000000000000E+000 0.0000000000000000E+000   2.8157243024347522E-001  5.0676386322890367E-001  5.7973497957937611E-001
  3.0600000000001985E+001  3.0600000000001985E+001    3060  23060   2.0000000000000000E+000 0.0000000000000000E+000   2.8103712555614990E-001  5.0653227622300791E-001  5.7927265842306487E-001
  2.9000000000001735E+001  2.9000000000001735E+001    2900  22900   2.0000000000000000E+000 0.0000000000000000E+000   2.8155089966662011E-001  5.0689014025541334E-001  5.7983491046265553E-001
  3.0700000000002001E+001  3.0700000000002001E+001    3070  23070   2.0000000000000000E+000 0.0000000000000000E+000   2.8098113244335243E-001  5.0660630672364570E-001  5.7931023364111347E-001
  3.0800000000002016E+001  3.0800000000002016E+001    3080  23080   2.0000000000000000E+000 0.0000000000000000E+000   2.8092529929634132E-001  5.0671727165005906E-001  5.7938020088126833E-001
  2.9100000000001751E+001  2.9100000000001751E+001    2910  22910   2.0000000000000000E+000 0.0000000000000000E+000   2.8153400940657796E-001  5.0700444680258502E-001  5.7992663978311806E-001
  3.0900000000002032E+001  3.0900000000002032E+001    3090  23090   2.0000000000000000E+000 0.0000000000000000E+000   2.8086699465675195E-001  5.0684910745245126E-001  5.7946724360645482E-001
  2.9200000000001766E+001  2.9200000000001766E+001    2920  22920   2.0000000000000000E+000 0.0000000000000000E+000   2.8152024406049829E-001  5.0710058893901273E-001  5.8000401301902737E-001
  3.1000000000002048E+001  3.1000000000002048E+001    3100  23100   2.0000000000000000E+000 0.0000000000000000E+000   2.8080670406598070E-001  5.0698562459643161E-001  5.7955744201574450E-001
  2.9300000000001782E+001  2.9300000000001782E+001    2930  22930   2.0000000000000000E+000 0.0000000000000000E+000   2.8150820001935761E-001  5.0717230292770842E-001  5.8006086881906959E-001
  3.1100000000002063E+001  3.1100000000002063E+001    3110  23110   2.0000000000000000E+000 0.0000000000000000E+000   2.8074873525511669E-001  5.0711827286425865E-001  5.7964540455366009E-001
  2.9400000000001798E+001  2.9400000000001798E+001    2940  22940   2.0000000000000000E+000 0.0000000000000000E+000   2.8149654324300623E-001  5.0721445362208079E-001  5.8009206667640924E-001
  3.1200000000002079E+001  3.1200000000002079E+001    3120  23120   2.0000000000000000E+000 0.0000000000000000E+000   2.8069753451281931E-001  5.0724729448275862E-001  5.7973349363449226E-001
  2.9500000000001813E+001  2.9500000000001813E+001    2950  22950   2.0000000000000000E+000 0.0000000000000000E+000   2.8148397392585682E-001  5.0722410501357302E-001  5.8009440635461455E-001
  3.1300000000002095E+001  3.1300000000002095E+001    3130  23130   2.0000000000000000E+000 0.0000000000000000E+000   2.8065486027386921E-001  5.0737628538516510E-001  5.7982570274746656E-001
  2.9600000000001829E+001  2.9600000000001829E+001    2960  22960   2.0000000000000000E+000 0.0000000000000000E+000   2.8146923315908889E-001  5.0720114568134988E-001  5.8006717834716301E-001
  3.1400000000002110E+001  3.1400000000002110E+001    3140  23140   2.0000000000000000E+000 0.0000000000000000E+000   2.8062071716222654E-001  5.0750677954983682E-001  5.7992337268788274E-001
  2.9700000000001844E+001  2.9700000000001844E+001    2970  22970   2.0000000000000000E+000 0.0000000000000000E+000   2.8145108956543793E-001  5.0714830927643745E-001  5.8001217523386632E-001
  3.1500000000002126E+001  3.1500000000002126E+001    3150  23150   2.0000000000000000E+000 0.0000000000000000E+000   2.8059482390667227E-001  5.0763717079812078E-001  5.8002495841052983E-001
  2.9800000000001860E+001  2.9800000000001860E+001    2980  22980   2.0000000000000000E+000 0.0000000000000000E+000   2.8142831390182102E-001  5.0707066133723888E-001  5.7993323016930728E-001
  3.1600000000002141E+001  3.1600000000002141E+001    3160  23160   2.0000000000000000E+000 0.0000000000000000E+000   2.8057654329938364E-001  5.0776408036510201E-001  5.8012719119073246E-001
  2.9900000000001876E+001  2.9900000000001876E+001    2990  22990   2.0000000000000000E+000 0.0000000000000000E+000   2.8139970559968094E-001  5.0697486303836374E-001  5.7983558537257327E-001
  3.1700000000002157E+001  3.1700000000002157E+001    3170  23170   2.0000000000000000E+000 0.0000000000000000E+000   2.8056459511554820E-001  5.0788299489824195E-001  5.8022549800845455E-001
  3.0000000000001891E+001  3.0000000000001891E+001    3000  23000   2.0000000000000000E+000 0.0000000000000000E+000   2.8136423471540968E-001  5.0686858746001517E-001  5.7972545013195624E-001
  3.1800000000002173E+001  3.1800000000002173E+001    3180  23180   2.0000000000000000E+000 0.0000000000000000E+000   2.8055740821513879E-001  5.0798820443472125E-001  5.8031411765457523E-001
  3.0100000000001907E+001  3.0100000000001907E+001    3010  23010   2.0000000000000000E+000 0.0000000000000000E+000   2.8132131891024343E-001  5.0676029739542887E-001  5.7960994081339078E-001
  3.1900000000002188E+001  3.1900000000002188E+001    3190  23190   2.0000000000000000E+000 0.0000000000000000E+000   2.8055345584727078E-001  5.0807331656488088E-001  5.8038671297082968E-001
  3.0200000000001923E+001  3.0200000000001923E+001    3020  23020   2.0000000000000000E+000 0.0000000000000000E+000   2.8127117764011245E-001  5.0665931243943713E-001  5.7949731168717155E-001
  3.2000000000002204E+001  3.2000000000002204E+001    3200  23200   2.0000000000000000E+000 0.0000000000000000E+000   2.8055124345576922E-001  5.0813237435629385E-001  5.8043734379650580E-001
  3.0300000000001938E+001  3.0300000000001938E+001    3030  23030   2.0000000000000000E+000 0.0000000000000000E+000   2.8121511716687376E-001  5.0657586024130063E-001  5.7939713867294191E-001
  3.2100000000002184E+001  3.2100000000002184E+001    3210  23210   2.0000000000000000E+000 0.0000000000000000E+000   2.8054925645144326E-001  5.0816102136085925E-001  5.8046146205064239E-001
  3.0400000000001954E+001  3.0400000000001954E+001    3040  23040   2.0000000000000000E+000 0.0000000000000000E+000   2.8115553208083387E-001  5.0652069679342037E-001  5.7931998886604016E-001
  3.2200000000002164E+001  3.2200000000002164E+001    3220  23220   2.0000000000000000E+000 0.0000000000000000E+000   2.8054599452882413E-001  5.0815739092162193E-001  5.8045670725251952E-001
  3.0500000000001969E+001  3.0500000000001969E+001    3050  23050   2.0000000000000000E+000 0.0000000000000000E+000   2.8109539607928596E-001  5.0650386690862747E-001  5.7927609038381975E-001
  3.2300000000002144E+001  3.2300000000002144E+001    3230  23230   2.0000000000000000E+000 0.0000000000000000E+000   2.8053999766331493E-001  5.0812249532299773E-001  5.8042325982183262E-001
  3.0600000000001985E+001  3.0600000000001985E+001    3060  23060   2.0000000000000000E+000 0.0000000000000000E+000   2.8103712555614990E-001  5.0653227622300791E-001  5.7927265842306487E-001
  3.2400000000002124E+001  3.2400000000002124E+001    3240  23240   2.0000000000000000E+000 0.0000000000000000E+000   2.8052983259532275E-001  5.0806000826817809E-001  5.8036364374193958E-001
  3.0700000000002001E+001  3.0700000000002001E+001    3070  23070   2.0000000000000000E+000 0.0000000000000000E+000   2.8098113244335243E-001  5.0660630672364570E-001  5.7931023364111347E-001
  3.2500000000002104E+001  3.2500000000002104E+001    3250  23250   2.0000000000000000E+000 0.0000000000000000E+000   2.8051408308143450E-001  5.0797560558663912E-001  5.8028214402834299E-001
  3.0800000000002016E+001  3.0800000000002016E+001    3080  23080   2.0000000000000000E+000 0.0000000000000000E+000   2.8092529929634132E-001  5.0671727165005906E-001  5.7938020088126833E-001
  3.2600000000002085E+001  3.2600000000002085E+001    3260  23260   2.0000000000000000E+000 0.0000000000000000E+000   2.8049140638577068E-001  5.0787622911395002E-001  5.8018418899111079E-001
  3.0900000000002032E+001  3.0900000000002032E+001    3090  23090   2.0000000000000000E+000 0.0000000000000000E+000   2.8086699465675195E-001  5.0684910745245126E-001  5.7946724360645482E-001
  3.2700000000002065E+001  3.2700000000002065E+001    3270  23270   2.0000000000000000E+000 0.0000000000000000E+000   2.8046071282698497E-001  5.0776961679726309E-001  5.8007602534655742E-001
  3.1000000000002048E+001  3.1000000000002048E+001    3100  23100   2.0000000000000000E+000 0.0000000000000000E+000   2.8080670406598070E-001  5.0698562459643161E-001  5.7955744201574450E-001
  3.2800000000002045E+001  3.2800000000002045E+001    3280  23280   2.0000000000000000E+000 0.0000000000000000E+000   2.8042147620139768E-001  5.0766421672771011E-001  5.7996479312172946E-001
  3.1100000000002063E+001  3.1100000000002063E+001    3110  23110   2.0000000000000000E+000 0.0000000000000000E+000   2.8074873525511669E-001  5.0711827286425865E-001  5.7964540455366009E-001
  3.2900000000002025E+001  3.2900000000002025E+001    3290  23290   2.0000000000000000E+000 0.0000000000000000E+000   2.8037409903695378E-001  5.0756932196703319E-001  5.7985882075972359E-001
  3.1200000000002079E+001  3.1200000000002079E+001    3120  23120   2.0000000000000000E+000 0.0000000000000000E+000   2.8069753451281931E-001  5.0724729448275862E-001  5.7973349363449226E-001
  3.3000000000002005E+001  3.3000000000002005E+001    3300  23300   2.0000000000000000E+000 0.0000000000000000E+000   2.8032016832467160E-001  5.0749507281244765E-001  5.7976775151648762E-001
  3.1300000000002095E+001  3.1300000000002095E+001    3130  23130   2.0000000000000000E+000 0.0000000000000000E+000   2.8065486027386921E-001  5.0737628538516510E-001  5.7982570274746656E-001
  3.3100000000001985E+001  3.3100000000001985E+001    3310  23310   2.0000000000000000E+000 0.0000000000000000E+000   2.8026237250178933E-001  5.0745190377149569E-001  5.7970202007725237E-001
  3.1400000000002110E+001  3.1400000000002110E+001    3140  23140   2.0000000000000000E+000 0.0000000000000000E+000   2.8062071716222654E-001  5.0750677954983682E-001  5.7992337268788274E-001
  3.3200000000001965E+001  3.3200000000001965E+001    3320  23320   2.0000000000000000E+000 0.0000000000000000E+000   2.8020385033925649E-001  5.0744902640345381E-001  5.7967121037943361E-001
  3.1500000000002126E+001  3.1500000000002126E+001    3150  23150   2.0000000000000000E+000 0.0000000000000000E+000   2.8059482390667227E-001  5.0763717079812078E-001  5.8002495841052983E-001
  3.3300000000001945E+001  3.3300000000001945E+001    3330  23330   2.0000000000000000E+000 0.0000000000000000E+000   2.8014691430834712E-001  5.0749173095707451E-001  5.7968107661566472E-001
  3.3400000000001925E+001  3.3400000000001925E+001    3340  23340   2.0000000000000000E+000 0.0000000000000000E+000   2.8009167027711328E-001  5.0757810471535593E-001  5.7973000279876485E-001
  3.1600000000002141E+001  3.1600000000002141E+001    3160  23160   2.0000000000000000E+000 0.0000000000000000E+000   2.8057654329938364E-001  5.0776408036510201E-001  5.8012719119073246E-001
  3.3500000000001906E+001  3.3500000000001906E+001    3350  23350   2.0000000000000000E+000 0.0000000000000000E+000   2.8003598486611913E-001  5.0769745983335257E-001  5.7980760907492054E-001
  3.1700000000002157E+001  3.1700000000002157E+001    3170  23170   2.0000000000000000E+000 0.0000000000000000E+000   2.8056459511554820E-001  5.0788299489824195E-001  5.8022549800845455E-001
  3.3600000000001886E+001  3.3600000000001886E+001    3360  23360   2.0000000000000000E+000 0.0000000000000000E+000   2.7997797173449945E-001  5.0783352992210470E-001  5.7989874872231741E-001
  3.1800000000002173E+001  3.1800000000002173E+001    3180  23180   2.0000000000000000E+000 0.0000000000000000E+000   2.8055740821513879E-001  5.0798820443472125E-001  5.8031411765457523E-001
  3.3700000000001866E+001  3.3700000000001866E+001    3370  23370   2.0000000000000000E+000 0.0000000000000000E+000   2.7991897039440987E-001  5.0797202294161438E-001  5.7999155690239367E-001
  3.1900000000002188E+001  3.1900000000002188E+001    3190  23190   2.0000000000000000E+000 0.0000000000000000E+000   2.8055345584727078E-001  5.0807331656488088E-001  5.8038671297082968E-001
  3.3800000000001846E+001  3.3800000000001846E+001    3380  23380   2.0000000000000000E+000 0.0000000000000000E+000   2.7986298500719182E-001  5.0810660315370430E-001  5.8008241702841809E-001
  3.2000000000002204E+001  3.2000000000002204E+001    3200  23200   2.0000000000000000E+000 0.0000000000000000E+000   2.8055124345576922E-001  5.0813237435629385E-001  5.8043734379650580E-001
  3.3900000000001826E+001  3.3900000000001826E+001    3390  23390   2.0000000000000000E+000 0.0000000000000000E+000   2.7981328592012957E-001  5.0823814938317823E-001  5.8017367353737974E-001
  3.2100000000002184E+001  3.2100000000002184E+001    3210  23210   2.0000000000000000E+000 0.0000000000000000E+000   2.8054925645144326E-001  5.0816102136085925E-001  5.8046146205064239E-001
  3.4000000000001806E+001  3.4000000000001806E+001    3400  23400   2.0000000000000000E+000 0.0000000000000000E+000   2.7977091646523506E-001  5.0836937009004667E-001  5.8026819846132218E-001
  3.2200000000002164E+001  3.2200000000002164E+001    3220  23220   2.0000000000000000E+000 0.0000000000000000E+000   2.8054599452882413E-001  5.0815739092162193E-001  5.8045670725251952E-001
  3.4100000000001786E+001  3.4100000000001786E+001    3410  23410   2.0000000000000000E+000 0.0000000000000000E+000   2.7973579178319352E-001  5.0850071596301287E-001  5.8036634235581487E-001
  3.2300000000002144E+001  3.2300000000002144E+001    3230  23230   2.0000000000000000E+000 0.0000000000000000E+000   2.8053999766331493E-001  5.0812249532299773E-001  5.8042325982183262E-001
  3.4200000000001766E+001  3.4200000000001766E+001    3420  23420   2.0000000000000000E+000 0.0000000000000000E+000   2.7970754778471040E-001  5.0862998508338534E-001  5.8046599729326162E-001
  3.2400000000002124E+001  3.2400000000002124E+001    3240  23240   2.0000000000000000E+000 0.0000000000000000E+000   2.8052983259532275E-001  5.0806000826817809E-001  5.8036364374193958E-001
  3.4300000000001746E+001  3.4300000000001746E+001    3430  23430   2.0000000000000000E+000 0.0000000000000000E+000   2.7968535832229290E-001  5.0875337198541279E-001  5.8056342734140358E-001
  3.2500000000002104E+001  3.2500000000002104E+001    3250  23250   2.0000000000000000E+000 0.0000000000000000E+000   2.8051408308143450E-001  5.0797560558663912E-001  5.8028214402834299E-001
  3.4400000000001726E+001  3.4400000000001726E+001    3440  23440   2.0000000000000000E+000 0.0000000000000000E+000   2.7966788373911906E-001  5.0886590073796291E-001  5.8065362319456479E-001
  3.2600000000002085E+001  3.2600000000002085E+001    3260  23260   2.0000000000000000E+000 0.0000000000000000E+000   2.8049140638577068E-001  5.0787622911395002E-001  5.8018418899111079E-001
  3.4500000000001707E+001  3.4500000000001707E+001    3450  23450   2.0000000000000000E+000 0.0000000000000000E+000   2.7965364749360110E-001  5.0896162879771349E-001  5.8073066230817946E-001
  3.2700000000002065E+001  3.2700000000002065E+001    3270  23270   2.0000000000000000E+000 0.0000000000000000E+000   2.8046071282698497E-001  5.0776961679726309E-001  5.8007602534655742E-001
  3.4600000000001687E+001  3.4600000000001687E+001    3460  23460   2.0000000000000000E+000 0.0000000000000000E+000   2.7964127228463442E-001  5.0903439590507604E-001  5.8078847903467814E-001
  3.2800000000002045E+001  3.2800000000002045E+001    3280  23280   2.0000000000000000E+000 0.0000000000000000E+000   2.8042147620139768E-001  5.0766421672771011E-001  5.7996479312172946E-001
  3.4700000000001667E+001  3.4700000000001667E+001    3470  23470   2.0000000000000000E+000 0.0000000000000000E+000   2.7962945639091429E-001  5.0907897404322284E-001  5.8082186141223939E-001
  3.2900000000002025E+001  3.2900000000002025E+001    3290  23290   2.0000000000000000E+000 0.0000000000000000E+000   2.8037409903695378E-001  5.0756932196703319E-001  5.7985882075972359E-001
  3.4800000000001647E+001  3.4800000000001647E+001    3480  23480   2.0000000000000000E+000 0.0000000000000000E+000   2.7961693172294914E-001  5.0909214999548790E-001  5.8082738028882960E-001
  3.3000000000002005E+001  3.3000000000002005E+001    3300  23300   2.0000000000000000E+000 0.0000000000000000E+000   2.8032016832467160E-001  5.0749507281244765E-001  5.7976775151648762E-001
